Nr.;BLZ;Institut;Ort;RZ;Organisation;HBCI-Zugang DNS;HBCI- Zugang     IP-Adresse;HBCI-Version;DDV;RDH-1;RDH-2;RDH-3;RDH-4;RDH-5;RDH-6;RDH-7;RDH-8;RDH-9;RDH-10;RAH-7;RAH-9;RAH-10;PIN/TAN-Zugang URL;Version;Datum letzte Änderung;;;;;
104;12096597;Sparda-Bank Berlin eG;Berlin;Sparda-Datenverarbeitung eG;BVR;;;;;;;;;;;;;;;;;;https://fints.bankingonline.de/fints/FinTs30PinTanHttpGate;FinTS V3.0;26.09.2013;;;;;
105;13040000;Commerzbank;Rostock;eigenes Rechenzentrum;BdB;hbci.commerzbank.de;;3.0;;ja;ja;ja;;ja;;;ja;ja;ja;;;;;;15.11.2010;;;;;
106;13040000;Commerzbank;Wismar;eigenes Rechenzentrum;BdB;hbci.commerzbank.de;;3.0;;ja;ja;ja;;ja;;;ja;ja;ja;;;;;;15.11.2010;;;;;
107;13040000;Commerzbank;Roggentin;eigenes Rechenzentrum;BdB;hbci.commerzbank.de;;3.0;;ja;ja;ja;;ja;;;ja;ja;ja;;;;;;15.11.2010;;;;;
108;13050000;Ostseesparkasse Rostock;Rostock;Finanz Informatik GmbH & Co. KG;DSGV;banking-mv6.s-fints-pt-mv.de;nicht unterstützt;3.0;ja;;;;;;;;;;;;;;https://banking-mv6.s-fints-pt-mv.de/fints30;FinTS V3.0;21.07.2015;;;;;
109;13061008;Volksbank Wolgast eG;Wolgast;Fiducia & GAD IT AG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;22.05.2013;;;;;
110;13061028;Volksbank Greifswald eG;Greifswald;Fiducia & GAD IT AG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;22.05.2013;;;;;
111;13061078;Volks- und Raiffeisenbank eG Wismar;Wismar;Fiducia & GAD IT AG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;22.05.2013;;;;;
112;13061078;VRB eG, Wismar;Wismar;Fiducia & GAD IT AG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;22.05.2013;;;;;
113;13061108;Volksbank Ribnitz-Damgarten eG;Ribnitz-Damgarten;Fiducia & GAD IT AG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;22.05.2013;;;;;
114;13061128;Raiffeisenbank Bad Doberan eG;Bad Doberan;Fiducia & GAD IT AG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;22.05.2013;;;;;
115;13090000;Rostocker Volks- und Raiffeisenbank eG;Rostock;Fiducia & GAD IT AG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;22.05.2013;;;;;
116;13091054;Stralsunder Volksbank eG;Stralsund;Fiducia & GAD IT AG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;22.05.2013;;;;;
117;14051000;Sparkasse Mecklenburg-Nordwest;Wismar;Finanz Informatik GmbH & Co. KG;DSGV;banking-mv6.s-fints-pt-mv.de;nicht unterstützt;3.0;ja;;;;;;;;;;;;;;https://banking-mv6.s-fints-pt-mv.de/fints30;FinTS V3.0;21.07.2015;;;;;
118;14051362;Sparkasse Parchim-Lübz;Parchim-Lübz;Finanz Informatik GmbH & Co. KG;DSGV;banking-mv6.s-fints-pt-mv.de;nicht unterstützt;3.0;ja;;;;;;;;;;;;;;https://banking-mv6.s-fints-pt-mv.de/fints30;FinTS V3.0;21.07.2015;;;;;
119;14052000;Sparkasse Mecklenburg-Schwerin;Schwerin-Ludwigslust;Finanz Informatik GmbH & Co. KG;DSGV;banking-mv6.s-fints-pt-mv.de;nicht unterstützt;3.0;ja;;;;;;;;;;;;;;https://banking-mv6.s-fints-pt-mv.de/fints30;FinTS V3.0;21.07.2015;;;;;
120;14061308;Volks- und Raiffeisenbank Güstrow eG;Güstrow;Fiducia & GAD IT AG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;22.05.2013;;;;;
121;14091464;VR-Bank Schwerin eG;Schwerin;Fiducia & GAD IT AG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;22.05.2013;;;;;
122;15050100;Müritz-Sparkasse;Müritz;Finanz Informatik GmbH & Co. KG;DSGV;banking-mv6.s-fints-pt-mv.de;nicht unterstützt;3.0;ja;;;;;;;;;;;;;;https://banking-mv6.s-fints-pt-mv.de/fints30;FinTS V3.0;21.07.2015;;;;;
123;15050200;Sparkasse Neubrandenburg-Demmin;Demmin;Finanz Informatik GmbH & Co. KG;DSGV;banking-mv6.s-fints-pt-mv.de;nicht unterstützt;3.0;ja;;;;;;;;;;;;;;https://banking-mv6.s-fints-pt-mv.de/fints30;FinTS V3.0;21.07.2015;;;;;
124;15050400;Sparkasse Uecker-Randow;Uecker-Randow;Finanz Informatik GmbH & Co. KG;DSGV;banking-mv6.s-fints-pt-mv.de;nicht unterstützt;3.0;ja;;;;;;;;;;;;;;https://banking-mv6.s-fints-pt-mv.de/fints30;FinTS V3.0;21.07.2015;;;;;
125;15050500;Sparkasse Vorpommern;Greifswald;Finanz Informatik GmbH & Co. KG;DSGV;banking-mv6.s-fints-pt-mv.de;nicht unterstützt;3.0;ja;;;;;;;;;;;;;;https://banking-mv6.s-fints-pt-mv.de/fints30;FinTS V3.0;21.07.2015;;;;;
126;15051732;Sparkasse Mecklenburg-Strelitz;Mecklenburg-Strelitz;Finanz Informatik GmbH & Co. KG;DSGV;banking-mv6.s-fints-pt-mv.de;nicht unterstützt;3.0;ja;;;;;;;;;;;;;;https://banking-mv6.s-fints-pt-mv.de/fints30;FinTS V3.0;21.07.2015;;;;;
127;15061618;Raiffeisenbank Waren eG;Waren ;Fiducia & GAD IT AG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;22.05.2013;;;;;
128;15061618;Raiffeisenbank Waren eG;Neubrandenburg, Waren;Fiducia & GAD IT AG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;22.05.2013;;;;;
129;15061638;Raiffeisenbank Anklam eG;Anklam;Fiducia & GAD IT AG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;22.05.2013;;;;;
130;15061658;Raiffeisenbank Pasewalk-Strasburg eG;Pasewalk-Strasburg;Fiducia & GAD IT AG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;22.05.2013;;;;;
131;15061698;Raiffeisenbank Malchin eG;Malchin;Fiducia & GAD IT AG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;22.05.2013;;;;;
132;15091674;Volksbank Demmin eG;Demmin;Fiducia & GAD IT AG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;22.05.2013;;;;;
133;15091704;Volksbank Uckermark eG;Uckermark;Fiducia & GAD IT AG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;22.05.2013;;;;;
134;16020086;UniCredit Bank - HypoVereinsbank AG;Potsdam;eigenes Rechenzentrum;BdB;hbci.hypovereinsbank.de;;3.0;;ja;;ja;;ja;;;;ja;ja;;ja;ja;https://hbci-01.hypovereinsbank.de/bank/hbci;FinTS V3.0;21.08.2015;;;;;
135;16050000;Mittelbrandenburgische Sparkasse in Potsdam;Potsdam;Finanz Informatik GmbH & Co. KG;DSGV;banking-bb6.s-fints-pt-bb.de;nicht unterstützt;3.0;ja;;;;;;;;;;;;;;https://banking-bb6.s-fints-pt-bb.de/fints30;FinTS V3.0;21.07.2015;;;;;
136;16050101;Sparkasse Prignitz;Prignitz;Finanz Informatik GmbH & Co. KG;DSGV;banking-bb6.s-fints-pt-bb.de;nicht unterstützt;3.0;ja;;;;;;;;;;;;;;https://banking-bb6.s-fints-pt-bb.de/fints30;FinTS V3.0;21.07.2015;;;;;
137;16050202;Sparkasse Ostprignitz-Ruppin;Ostprignitz-Ruppin;Finanz Informatik GmbH & Co. KG;DSGV;banking-bb6.s-fints-pt-bb.de;nicht unterstützt;3.0;ja;;;;;;;;;;;;;;https://banking-bb6.s-fints-pt-bb.de/fints30;FinTS V3.0;21.07.2015;;;;;
138;16060122;Volks- und Raiffeisenbank Prignitz eG;Prignitz;Fiducia & GAD IT AG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;22.05.2013;;;;;
139;16061938;Raiffeisenbank Ostprignitz-Ruppin eG;Ostprignitz-Ruppin;Fiducia & GAD IT AG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;22.05.2013;;;;;
140;16062008;Volksbank Teltow-Fläming eG;Teltow;Fiducia & GAD IT AG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;22.05.2013;;;;;
141;16062073;Brandenburger Bank Volksbank-Raiffeisenbank eG;Brandenburg;Fiducia & GAD IT AG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;22.05.2013;;;;;
142;16091994;Volksbank Rathenow eG;Rathenow;Fiducia & GAD IT AG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;22.05.2013;;;;;
143;17020086;UniCredit Bank - HypoVereinsbank AG;Frankfurt (Oder);eigenes Rechenzentrum;BdB;hbci.hypovereinsbank.de;;3.0;;ja;;ja;;ja;;;;ja;ja;;ja;ja;https://hbci-01.hypovereinsbank.de/bank/hbci;FinTS V3.0;21.08.2015;;;;;
144;17052000;Sparkasse Barnim;Barmin;Finanz Informatik GmbH & Co. KG;DSGV;banking-bb6.s-fints-pt-bb.de;nicht unterstützt;3.0;ja;;;;;;;;;;;;;;https://banking-bb6.s-fints-pt-bb.de/fints30;FinTS V3.0;21.07.2015;;;;;
145;17052302;Stadtsparkasse Schwedt;Schwedt;Finanz Informatik GmbH & Co. KG;DSGV;banking-bb6.s-fints-pt-bb.de;nicht unterstützt;3.0;ja;;;;;;;;;;;;;;https://banking-bb6.s-fints-pt-bb.de/fints30;FinTS V3.0;21.07.2015;;;;;
146;17054040;Sparkasse Märkisch-Oderland;Strausberg;Finanz Informatik GmbH & Co. KG;DSGV;banking-bb6.s-fints-pt-bb.de;nicht unterstützt;3.0;ja;;;;;;;;;;;;;;https://banking-bb6.s-fints-pt-bb.de/fints30;FinTS V3.0;21.07.2015;;;;;
147;17055050;Sparkasse Oder-Spree;Frankfurt (Oder);Finanz Informatik GmbH & Co. KG;DSGV;banking-bb6.s-fints-pt-bb.de;nicht unterstützt;3.0;ja;;;;;;;;;;;;;;https://banking-bb6.s-fints-pt-bb.de/fints30;FinTS V3.0;21.07.2015;;;;;
148;17056060;Sparkasse Uckermark;Prenzlau;Finanz Informatik GmbH & Co. KG;DSGV;banking-bb6.s-fints-pt-bb.de;nicht unterstützt;3.0;ja;;;;;;;;;;;;;;https://banking-bb6.s-fints-pt-bb.de/fints30;FinTS V3.0;21.07.2015;;;;;
149;17062428;Raiffeisen-Volksbank Oder-Spree eG;Oder-Spree ;Fiducia & GAD IT AG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;22.05.2013;;;;;
150;17092404;Volks- und Raiffeisenbank Fürstenw. Seelow Wriezen eG;Fürstenwalde ;Fiducia & GAD IT AG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;22.05.2013;;;;;
151;18020086;UniCredit Bank - HypoVereinsbank AG;Cottbus;eigenes Rechenzentrum;BdB;hbci.hypovereinsbank.de;;3.0;;ja;;ja;;ja;;;;ja;ja;;ja;ja;https://hbci-01.hypovereinsbank.de/bank/hbci;FinTS V3.0;21.08.2015;;;;;
152;18050000;Sparkasse Spree-Neiße;Cottbus;Finanz Informatik GmbH & Co. KG;DSGV;banking-bb6.s-fints-pt-bb.de;nicht unterstützt;3.0;ja;;;;;;;;;;;;;;https://banking-bb6.s-fints-pt-bb.de/fints30;FinTS V3.0;21.07.2015;;;;;
153;18051000;Sparkasse Elbe-Elster;Finsterwalde;Finanz Informatik GmbH & Co. KG;DSGV;banking-bb6.s-fints-pt-bb.de;nicht unterstützt;3.0;ja;;;;;;;;;;;;;;https://banking-bb6.s-fints-pt-bb.de/fints30;FinTS V3.0;21.07.2015;;;;;
154;18055000;Sparkasse Niederlausitz;Senftenberg Niederlausitz;Finanz Informatik GmbH & Co. KG;DSGV;banking-bb6.s-fints-pt-bb.de;nicht unterstützt;3.0;ja;;;;;;;;;;;;;;https://banking-bb6.s-fints-pt-bb.de/fints30;FinTS V3.0;21.07.2015;;;;;
155;18062638;Raiffeisenbank Bad Liebenwerda eG;Bad Liebenwerda;Fiducia & GAD IT AG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;22.05.2013;;;;;
156;18062678;NL Bank Volks- und Raiffeisenbank eG;Herzberg;Fiducia & GAD IT AG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;22.05.2013;;;;;
157;18062758;Volks- und Raiffeisenbank Forst eG;Forst;Fiducia & GAD IT AG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;22.05.2013;;;;;
158;18092684;Spreewaldbank eG Volksbank-Raiffeisenbank;Lübben;Fiducia & GAD IT AG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;22.05.2013;;;;;
159;18092744;Volksbank Spremberg-Bad Muskau eG;Bad Muskau;Fiducia & GAD IT AG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;22.05.2013;;;;;
160;20010020;Postbank (Giro);Hamburg;eigenes Rechenzentrum;BdB;;;;;;;;;;;;;;;;;;https://hbci.postbank.de/banking/hbci.do;FinTS V3.0;02.04.2014;;;;;
161;20030000;UniCredit Bank - HypoVereinsbank AG;Hamburg;eigenes Rechenzentrum;BdB;hbci.hypovereinsbank.de;;3.0;;ja;;ja;;ja;;;;ja;ja;;ja;ja;https://hbci-01.hypovereinsbank.de/bank/hbci;FinTS V3.0;21.08.2015;;;;;
162;20030000;UniCredit Bank - HypoVereinsbank AG;Reinbek;eigenes Rechenzentrum;BdB;hbci.hypovereinsbank.de;;3.0;;ja;;ja;;ja;;;;ja;ja;;ja;ja;https://hbci-01.hypovereinsbank.de/bank/hbci;FinTS V3.0;21.08.2015;;;;;
163;20030000;UniCredit Bank - HypoVereinsbank AG;Wedel;eigenes Rechenzentrum;BdB;hbci.hypovereinsbank.de;;3.0;;ja;;ja;;ja;;;;ja;ja;;ja;ja;https://hbci-01.hypovereinsbank.de/bank/hbci;FinTS V3.0;21.08.2015;;;;;
164;20030000;UniCredit Bank - HypoVereinsbank AG;Bargteheide;eigenes Rechenzentrum;BdB;hbci.hypovereinsbank.de;;3.0;;ja;;ja;;ja;;;;ja;ja;;ja;ja;https://hbci-01.hypovereinsbank.de/bank/hbci;FinTS V3.0;21.08.2015;;;;;
165;20030000;UniCredit Bank - HypoVereinsbank AG;Ahrensburg;eigenes Rechenzentrum;BdB;hbci.hypovereinsbank.de;;3.0;;ja;;ja;;ja;;;;ja;ja;;ja;ja;https://hbci-01.hypovereinsbank.de/bank/hbci;FinTS V3.0;21.08.2015;;;;;
166;20030000;UniCredit Bank - HypoVereinsbank AG;Norderstedt;eigenes Rechenzentrum;BdB;hbci.hypovereinsbank.de;;3.0;;ja;;ja;;ja;;;;ja;ja;;ja;ja;https://hbci-01.hypovereinsbank.de/bank/hbci;FinTS V3.0;21.08.2015;;;;;
167;20030000;UniCredit Bank - HypoVereinsbank AG;Bad Oldesloe;eigenes Rechenzentrum;BdB;hbci.hypovereinsbank.de;;3.0;;ja;;ja;;ja;;;;ja;ja;;ja;ja;https://hbci-01.hypovereinsbank.de/bank/hbci;FinTS V3.0;21.08.2015;;;;;
168;20030000;UniCredit Bank - HypoVereinsbank AG;Geesthacht;eigenes Rechenzentrum;BdB;hbci.hypovereinsbank.de;;3.0;;ja;;ja;;ja;;;;ja;ja;;ja;ja;https://hbci-01.hypovereinsbank.de/bank/hbci;FinTS V3.0;21.08.2015;;;;;
169;20030000;UniCredit Bank - HypoVereinsbank AG;Halstenbek, Holst;eigenes Rechenzentrum;BdB;hbci.hypovereinsbank.de;;3.0;;ja;;ja;;ja;;;;ja;ja;;ja;ja;https://hbci-01.hypovereinsbank.de/bank/hbci;FinTS V3.0;21.08.2015;;;;;
170;20030000;UniCredit Bank - HypoVereinsbank AG;Pinneberg;eigenes Rechenzentrum;BdB;hbci.hypovereinsbank.de;;3.0;;ja;;ja;;ja;;;;ja;ja;;ja;ja;https://hbci-01.hypovereinsbank.de/bank/hbci;FinTS V3.0;21.08.2015;;;;;
171;20030000;UniCredit Bank - HypoVereinsbank AG;Quickborn, Kr Pinneberg;eigenes Rechenzentrum;BdB;hbci.hypovereinsbank.de;;3.0;;ja;;ja;;ja;;;;ja;ja;;ja;ja;https://hbci-01.hypovereinsbank.de/bank/hbci;FinTS V3.0;21.08.2015;;;;;
172;20030000;UniCredit Bank - HypoVereinsbank AG;Schwarzenbek;eigenes Rechenzentrum;BdB;hbci.hypovereinsbank.de;;3.0;;ja;;ja;;ja;;;;ja;ja;;ja;ja;https://hbci-01.hypovereinsbank.de/bank/hbci;FinTS V3.0;21.08.2015;;;;;
173;20030000;UniCredit Bank - HypoVereinsbank AG;Magdeburg;eigenes Rechenzentrum;BdB;hbci.hypovereinsbank.de;;3.0;;ja;;ja;;ja;;;;ja;ja;;ja;ja;https://hbci-01.hypovereinsbank.de/bank/hbci;FinTS V3.0;21.08.2015;;;;;
174;20030000;UniCredit Bank - HypoVereinsbank AG;Rostock;eigenes Rechenzentrum;BdB;hbci.hypovereinsbank.de;;3.0;;ja;;ja;;ja;;;;ja;ja;;ja;ja;https://hbci-01.hypovereinsbank.de/bank/hbci;FinTS V3.0;21.08.2015;;;;;
175;20030000;UniCredit Bank - HypoVereinsbank AG;Schwerin, Meckl;eigenes Rechenzentrum;BdB;hbci.hypovereinsbank.de;;3.0;;ja;;ja;;ja;;;;ja;ja;;ja;ja;https://hbci-01.hypovereinsbank.de/bank/hbci;FinTS V3.0;21.08.2015;;;;;
176;20030000;UniCredit Bank - HypoVereinsbank AG;Wismar, Meckl;eigenes Rechenzentrum;BdB;hbci.hypovereinsbank.de;;3.0;;ja;;ja;;ja;;;;ja;ja;;ja;ja;https://hbci-01.hypovereinsbank.de/bank/hbci;FinTS V3.0;21.08.2015;;;;;
177;20030000;UniCredit Bank - HypoVereinsbank AG;Stralsund;eigenes Rechenzentrum;BdB;hbci.hypovereinsbank.de;;3.0;;ja;;ja;;ja;;;;ja;ja;;ja;ja;https://hbci-01.hypovereinsbank.de/bank/hbci;FinTS V3.0;21.08.2015;;;;;
178;20030000;UniCredit Bank - HypoVereinsbank AG;Greifswald, Hansestadt;eigenes Rechenzentrum;BdB;hbci.hypovereinsbank.de;;3.0;;ja;;ja;;ja;;;;ja;ja;;ja;ja;https://hbci-01.hypovereinsbank.de/bank/hbci;FinTS V3.0;21.08.2015;;;;;
179;20030000;UniCredit Bank - HypoVereinsbank AG;Güstrow;eigenes Rechenzentrum;BdB;hbci.hypovereinsbank.de;;3.0;;ja;;ja;;ja;;;;ja;ja;;ja;ja;https://hbci-01.hypovereinsbank.de/bank/hbci;FinTS V3.0;21.08.2015;;;;;
180;20030000;UniCredit Bank - HypoVereinsbank AG;Stendal;eigenes Rechenzentrum;BdB;hbci.hypovereinsbank.de;;3.0;;ja;;ja;;ja;;;;ja;ja;;ja;ja;https://hbci-01.hypovereinsbank.de/bank/hbci;FinTS V3.0;21.08.2015;;;;;
181;20030000;UniCredit Bank - HypoVereinsbank AG;Halberstadt;eigenes Rechenzentrum;BdB;hbci.hypovereinsbank.de;;3.0;;ja;;ja;;ja;;;;ja;ja;;ja;ja;https://hbci-01.hypovereinsbank.de/bank/hbci;FinTS V3.0;21.08.2015;;;;;
182;20030000;UniCredit Bank - HypoVereinsbank AG;Osnabrück;eigenes Rechenzentrum;BdB;hbci.hypovereinsbank.de;;3.0;;ja;;ja;;ja;;;;ja;ja;;ja;ja;https://hbci-01.hypovereinsbank.de/bank/hbci;FinTS V3.0;21.08.2015;;;;;
183;20030000;UniCredit Bank - HypoVereinsbank AG;Uelzen, Lüneburger Heide;eigenes Rechenzentrum;BdB;hbci.hypovereinsbank.de;;3.0;;ja;;ja;;ja;;;;ja;ja;;ja;ja;https://hbci-01.hypovereinsbank.de/bank/hbci;FinTS V3.0;21.08.2015;;;;;
184;20030000;UniCredit Bank - HypoVereinsbank AG;Neubrandenburg, Meckl;eigenes Rechenzentrum;BdB;hbci.hypovereinsbank.de;;3.0;;ja;;ja;;ja;;;;ja;ja;;ja;ja;https://hbci-01.hypovereinsbank.de/bank/hbci;FinTS V3.0;21.08.2015;;;;;
185;20030000;UniCredit Bank - HypoVereinsbank AG;Schönebeck (Elbe);eigenes Rechenzentrum;BdB;hbci.hypovereinsbank.de;;3.0;;ja;;ja;;ja;;;;ja;ja;;ja;ja;https://hbci-01.hypovereinsbank.de/bank/hbci;FinTS V3.0;21.08.2015;;;;;
186;20030000;UniCredit Bank - HypoVereinsbank AG;Seevetal;eigenes Rechenzentrum;BdB;hbci.hypovereinsbank.de;;3.0;;ja;;ja;;ja;;;;ja;ja;;ja;ja;https://hbci-01.hypovereinsbank.de/bank/hbci;FinTS V3.0;21.08.2015;;;;;
187;20030000;UniCredit Bank - HypoVereinsbank AG;Neu Wulmstorf, Niederelbe;eigenes Rechenzentrum;BdB;hbci.hypovereinsbank.de;;3.0;;ja;;ja;;ja;;;;ja;ja;;ja;ja;https://hbci-01.hypovereinsbank.de/bank/hbci;FinTS V3.0;21.08.2015;;;;;
188;20030000;UniCredit Bank - HypoVereinsbank AG;Rotenburg (Wümme);eigenes Rechenzentrum;BdB;hbci.hypovereinsbank.de;;3.0;;ja;;ja;;ja;;;;ja;ja;;ja;ja;https://hbci-01.hypovereinsbank.de/bank/hbci;FinTS V3.0;21.08.2015;;;;;
189;20030000;UniCredit Bank - HypoVereinsbank AG;Buchholz in der Nordheide;eigenes Rechenzentrum;BdB;hbci.hypovereinsbank.de;;3.0;;ja;;ja;;ja;;;;ja;ja;;ja;ja;https://hbci-01.hypovereinsbank.de/bank/hbci;FinTS V3.0;21.08.2015;;;;;
190;20030000;UniCredit Bank - HypoVereinsbank AG;Stelle, Kr Harburg;eigenes Rechenzentrum;BdB;hbci.hypovereinsbank.de;;3.0;;ja;;ja;;ja;;;;ja;ja;;ja;ja;https://hbci-01.hypovereinsbank.de/bank/hbci;FinTS V3.0;21.08.2015;;;;;
191;20030000;UniCredit Bank - HypoVereinsbank AG;Jork, Niederelbe;eigenes Rechenzentrum;BdB;hbci.hypovereinsbank.de;;3.0;;ja;;ja;;ja;;;;ja;ja;;ja;ja;https://hbci-01.hypovereinsbank.de/bank/hbci;FinTS V3.0;21.08.2015;;;;;
192;20030000;UniCredit Bank - HypoVereinsbank AG;Zeven;eigenes Rechenzentrum;BdB;hbci.hypovereinsbank.de;;3.0;;ja;;ja;;ja;;;;ja;ja;;ja;ja;https://hbci-01.hypovereinsbank.de/bank/hbci;FinTS V3.0;21.08.2015;;;;;
193;20030000;UniCredit Bank - HypoVereinsbank AG;Kronshagen;eigenes Rechenzentrum;BdB;hbci.hypovereinsbank.de;;3.0;;ja;;ja;;ja;;;;ja;ja;;ja;ja;https://hbci-01.hypovereinsbank.de/bank/hbci;FinTS V3.0;21.08.2015;;;;;
194;20030000;UniCredit Bank - HypoVereinsbank AG;Heikendorf;eigenes Rechenzentrum;BdB;hbci.hypovereinsbank.de;;3.0;;ja;;ja;;ja;;;;ja;ja;;ja;ja;https://hbci-01.hypovereinsbank.de/bank/hbci;FinTS V3.0;21.08.2015;;;;;
195;20030000;UniCredit Bank - HypoVereinsbank AG;Schönberg (Holstein);eigenes Rechenzentrum;BdB;hbci.hypovereinsbank.de;;3.0;;ja;;ja;;ja;;;;ja;ja;;ja;ja;https://hbci-01.hypovereinsbank.de/bank/hbci;FinTS V3.0;21.08.2015;;;;;
196;20030000;UniCredit Bank - HypoVereinsbank AG;Bad Segeberg;eigenes Rechenzentrum;BdB;hbci.hypovereinsbank.de;;3.0;;ja;;ja;;ja;;;;ja;ja;;ja;ja;https://hbci-01.hypovereinsbank.de/bank/hbci;FinTS V3.0;21.08.2015;;;;;
197;20030000;UniCredit Bank - HypoVereinsbank AG;Kaltenkirchen, Holst;eigenes Rechenzentrum;BdB;hbci.hypovereinsbank.de;;3.0;;ja;;ja;;ja;;;;ja;ja;;ja;ja;https://hbci-01.hypovereinsbank.de/bank/hbci;FinTS V3.0;21.08.2015;;;;;
198;20030000;UniCredit Bank - HypoVereinsbank AG;Büdelsdorf;eigenes Rechenzentrum;BdB;hbci.hypovereinsbank.de;;3.0;;ja;;ja;;ja;;;;ja;ja;;ja;ja;https://hbci-01.hypovereinsbank.de/bank/hbci;FinTS V3.0;21.08.2015;;;;;
